ICD_CODE,ATC_CODE,RELATION,FREQUENCY
70722,DRUG_39074,treats,4
70703,DRUG_51632,treats,4
2859,DRUG_69059,treats,4
2449,DRUG_51632,treats,4
311,DRUG_83266,treats,4
311,DRUG_73347,treats,4
2760,DRUG_51632,treats,4
2760,DRUG_69059,treats,4
2762,DRUG_83266,treats,4
2762,DRUG_78549,treats,4
4019,DRUG_51632,treats,4
0414,DRUG_16971,treats,4
0414,DRUG_79790,treats,4
0414,DRUG_06485,treats,4
4280,DRUG_45529,treats,4
5990,DRUG_48851,treats,4
V5861,DRUG_65728,treats,4
V5861,DRUG_06485,treats,4
51881,DRUG_45529,treats,4
1977,DRUG_42537,treats,4
1977,DRUG_79790,treats,4
4240,DRUG_65728,treats,4
4240,DRUG_97910,treats,4
2761,DRUG_06485,treats,4
5849,DRUG_25548,treats,4
28521,DRUG_93890,treats,4
28521,DRUG_36800,treats,4
28521,DRUG_83139,treats,4
2724,DRUG_94840,treats,4
2724,DRUG_78988,treats,4
486,DRUG_94252,treats,4
486,DRUG_78988,treats,4
5859,DRUG_88865,treats,4
5859,DRUG_85419,treats,4
2948,DRUG_85419,treats,4
2930,DRUG_94840,treats,4
2930,DRUG_85419,treats,4
2859,DRUG_65151,treats,4
5119,DRUG_17057,treats,4
5119,DRUG_56289,treats,4
4019,DRUG_69930,treats,4
5849,DRUG_14964,treats,4
7907,DRUG_31023,treats,4
5712,DRUG_97910,treats,4
5845,DRUG_97910,treats,4
5845,DRUG_56776,treats,4
1970,DRUG_97910,treats,4
1977,DRUG_97910,treats,4
3572,DRUG_99620,treats,4
2449,DRUG_99620,treats,4
25060,DRUG_99620,treats,4
4019,DRUG_99620,treats,4
1970,DRUG_93890,treats,4
5859,DRUG_56289,treats,4
5859,DRUG_56776,treats,4
V440,DRUG_49098,treats,4
V440,DRUG_56313,treats,4
5990,DRUG_71131,treats,4
5990,DRUG_16603,treats,4
V5861,DRUG_16603,treats,4
70703,DRUG_56313,treats,4
V1251,DRUG_49098,treats,4
V1251,DRUG_97910,treats,4
486,DRUG_78548,treats,4
49121,DRUG_93890,treats,4
49121,DRUG_12470,treats,4
49121,DRUG_89898,treats,4
49121,DRUG_27121,treats,4
5859,DRUG_18809,treats,4
25000,DRUG_73918,treats,4
5849,DRUG_12242,treats,4
V1582,DRUG_90775,treats,4
V1251,DRUG_93890,treats,4
V1251,DRUG_85419,treats,4
2767,DRUG_65380,treats,4
2767,DRUG_05522,treats,4
4019,DRUG_75101,treats,4
5849,DRUG_55233,treats,4
5849,DRUG_94862,treats,4
5859,DRUG_38458,treats,4
51881,DRUG_55233,treats,4
0389,DRUG_57538,treats,4
99592,DRUG_18628,treats,4
42731,DRUG_36812,treats,4
42731,DRUG_41546,treats,4
78552,DRUG_05522,treats,4
5990,DRUG_41546,treats,4
4019,DRUG_41546,treats,4
V103,DRUG_31023,treats,4
V103,DRUG_78988,treats,4
V103,DRUG_79790,treats,4
V103,DRUG_81691,treats,4
5990,DRUG_86770,treats,4
99592,DRUG_24647,treats,4
2859,DRUG_78988,treats,4
V5867,DRUG_93890,treats,4
99591,DRUG_15657,treats,4
51881,DRUG_94840,treats,4
2762,DRUG_57538,treats,4
2762,DRUG_39424,treats,4
32723,DRUG_85419,treats,4
V153,DRUG_36800,treats,4
00845,DRUG_57538,treats,4
V103,DRUG_93890,treats,4
V103,DRUG_83139,treats,4
V103,DRUG_65728,treats,4
V103,DRUG_06485,treats,4
2859,DRUG_58629,treats,4
2859,DRUG_99620,treats,4
5180,DRUG_22257,treats,4
5180,DRUG_18769,treats,4
5180,DRUG_57538,treats,4
5180,DRUG_78549,treats,4
5180,DRUG_17057,treats,4
5180,DRUG_56289,treats,4
5180,DRUG_56776,treats,4
5180,DRUG_57970,treats,4
570,DRUG_83139,treats,4
51881,DRUG_32521,treats,4
41071,DRUG_16971,treats,4
41071,DRUG_83139,treats,4
25000,DRUG_90353,treats,4
2762,DRUG_81691,treats,4
2762,DRUG_05522,treats,4
45829,DRUG_79790,treats,4
45829,DRUG_97910,treats,4
V103,DRUG_12470,treats,4
78552,DRUG_77783,treats,4
5990,DRUG_77783,treats,4
70703,DRUG_77783,treats,4
32723,DRUG_65380,treats,4
32723,DRUG_97910,treats,4
32723,DRUG_56289,treats,4
32723,DRUG_18809,treats,4
70703,DRUG_65728,treats,4
5849,DRUG_51710,treats,3
78551,DRUG_12470,treats,3
78551,DRUG_65380,treats,3
78551,DRUG_36800,treats,3
V4581,DRUG_17057,treats,3
V4581,DRUG_14349,treats,3
6826,DRUG_16971,treats,3
6826,DRUG_12638,treats,3
6826,DRUG_12470,treats,3
6826,DRUG_85419,treats,3
2875,DRUG_17057,treats,3
2875,DRUG_49248,treats,3
5119,DRUG_42537,treats,3
5119,DRUG_66345,treats,3
7850,DRUG_16971,treats,3
7850,DRUG_12638,treats,3
7850,DRUG_12470,treats,3
7850,DRUG_65380,treats,3
7850,DRUG_36800,treats,3
7850,DRUG_83139,treats,3
7850,DRUG_38458,treats,3
5180,DRUG_89898,treats,3
5180,DRUG_05899,treats,3
5789,DRUG_42537,treats,3
5789,DRUG_05899,treats,3
2800,DRUG_16971,treats,3
2800,DRUG_42537,treats,3
2800,DRUG_79790,treats,3
2800,DRUG_12470,treats,3
2800,DRUG_05899,treats,3
2800,DRUG_65380,treats,3
2800,DRUG_97910,treats,3
2762,DRUG_89898,treats,3
79092,DRUG_12638,treats,3
79092,DRUG_83139,treats,3
70703,DRUG_16971,treats,3
70703,DRUG_89898,treats,3
00845,DRUG_65380,treats,3
00845,DRUG_54948,treats,3
4240,DRUG_16971,treats,3
4240,DRUG_62191,treats,3
4240,DRUG_72946,treats,3
4240,DRUG_24647,treats,3
4240,DRUG_64785,treats,3
28529,DRUG_42537,treats,3
28529,DRUG_65380,treats,3
28529,DRUG_97334,treats,3
28529,DRUG_06485,treats,3
25000,DRUG_95547,treats,3
25000,DRUG_49248,treats,3
25000,DRUG_25247,treats,3
2749,DRUG_62191,treats,3
2749,DRUG_42537,treats,3
2749,DRUG_12470,treats,3
2749,DRUG_49248,treats,3
2749,DRUG_83139,treats,3
2749,DRUG_85419,treats,3
2749,DRUG_25131,treats,3
4241,DRUG_16971,treats,3
4241,DRUG_12638,treats,3
4241,DRUG_42537,treats,3
4241,DRUG_65380,treats,3
40391,DRUG_16971,treats,3
40391,DRUG_24647,treats,3
42731,DRUG_72946,treats,3
42731,DRUG_00392,treats,3
42731,DRUG_49248,treats,3
42731,DRUG_45961,treats,3
V5867,DRUG_12470,treats,3
V5867,DRUG_97334,treats,3
3051,DRUG_12470,treats,3
3051,DRUG_83139,treats,3
3051,DRUG_85419,treats,3
99662,DRUG_16971,treats,3
99662,DRUG_12638,treats,3
99662,DRUG_12470,treats,3
99662,DRUG_83139,treats,3
V090,DRUG_42537,treats,3
V090,DRUG_36800,treats,3
V090,DRUG_24647,treats,3
V090,DRUG_64785,treats,3
99591,DRUG_42537,treats,3
99591,DRUG_24647,treats,3
99591,DRUG_64785,treats,3
99591,DRUG_06485,treats,3
41401,DRUG_72946,treats,3
41401,DRUG_00392,treats,3
41401,DRUG_25247,treats,3
41401,DRUG_24647,treats,3
41401,DRUG_45961,treats,3
5849,DRUG_52875,treats,3
5849,DRUG_68674,treats,3
5849,DRUG_34535,treats,3
2859,DRUG_36812,treats,3
2449,DRUG_82115,treats,3
2449,DRUG_12595,treats,3
2449,DRUG_36812,treats,3
53081,DRUG_49098,treats,3
53081,DRUG_68674,treats,3
53081,DRUG_12595,treats,3
53081,DRUG_74099,treats,3
53081,DRUG_39424,treats,3
51881,DRUG_15657,treats,3
51881,DRUG_07048,treats,3
51881,DRUG_56158,treats,3
51881,DRUG_34535,treats,3
51881,DRUG_39074,treats,3
0389,DRUG_82115,treats,3
0389,DRUG_74099,treats,3
0389,DRUG_56776,treats,3
5070,DRUG_00654,treats,3
5070,DRUG_22273,treats,3
5070,DRUG_05522,treats,3
25000,DRUG_07048,treats,3
25000,DRUG_12595,treats,3
25000,DRUG_39074,treats,3
70703,DRUG_52875,treats,3
70703,DRUG_22273,treats,3
70703,DRUG_68674,treats,3
70703,DRUG_81691,treats,3
70703,DRUG_39424,treats,3
99592,DRUG_22273,treats,3
99592,DRUG_34535,treats,3
99592,DRUG_36812,treats,3
99592,DRUG_39424,treats,3
4019,DRUG_34535,treats,3
4019,DRUG_36812,treats,3
79092,DRUG_40576,treats,3
79092,DRUG_18809,treats,3
79092,DRUG_05522,treats,3
5849,DRUG_62457,treats,3
5849,DRUG_70923,treats,3
45981,DRUG_00654,treats,3
45981,DRUG_83266,treats,3
45981,DRUG_65380,treats,3
45981,DRUG_83139,treats,3
42731,DRUG_62457,treats,3
2875,DRUG_40576,treats,3
2875,DRUG_93795,treats,3
E8781,DRUG_93890,treats,3
E8781,DRUG_79790,treats,3
E8781,DRUG_97910,treats,3
E8781,DRUG_31023,treats,3
E8781,DRUG_36800,treats,3
E8781,DRUG_83139,treats,3
2763,DRUG_93890,treats,3
2763,DRUG_66345,treats,3
2763,DRUG_79790,treats,3
2763,DRUG_83139,treats,3
73300,DRUG_00654,treats,3
73300,DRUG_79790,treats,3
73300,DRUG_65380,treats,3
73300,DRUG_93795,treats,3
73300,DRUG_97910,treats,3
73300,DRUG_05522,treats,3
2948,DRUG_00654,treats,3
2948,DRUG_91074,treats,3
2948,DRUG_27361,treats,3
2948,DRUG_65380,treats,3
2948,DRUG_25520,treats,3
2948,DRUG_31023,treats,3
99591,DRUG_82115,treats,3
99591,DRUG_83266,treats,3
99591,DRUG_65151,treats,3
99591,DRUG_05522,treats,3
4019,DRUG_40576,treats,3
4019,DRUG_25520,treats,3
0414,DRUG_22257,treats,3
0414,DRUG_12470,treats,3
0414,DRUG_05899,treats,3
0414,DRUG_25520,treats,3
0414,DRUG_56776,treats,3
0414,DRUG_94862,treats,3
2761,DRUG_25520,treats,3
2761,DRUG_37475,treats,3
49390,DRUG_12470,treats,3
49390,DRUG_65380,treats,3
49390,DRUG_83139,treats,3
49390,DRUG_64785,treats,3
2720,DRUG_12470,treats,3
5990,DRUG_54420,treats,3
5990,DRUG_37475,treats,3
4019,DRUG_54420,treats,3
4019,DRUG_97769,treats,3
4019,DRUG_25247,treats,3
5849,DRUG_77985,treats,3
4241,DRUG_78549,treats,3
2639,DRUG_97910,treats,3
2639,DRUG_36800,treats,3
2639,DRUG_05899,treats,3
2639,DRUG_49892,treats,3
78559,DRUG_05899,treats,3
78559,DRUG_49892,treats,3
5789,DRUG_18769,treats,3
5789,DRUG_78549,treats,3
4019,DRUG_77985,treats,3
41071,DRUG_72422,treats,3
41071,DRUG_97910,treats,3
41071,DRUG_05899,treats,3
41071,DRUG_78549,treats,3
4439,DRUG_49892,treats,3
27651,DRUG_36800,treats,3
5859,DRUG_73658,treats,3
5859,DRUG_44177,treats,3
5859,DRUG_83266,treats,3
5859,DRUG_12595,treats,3
5859,DRUG_93795,treats,3
5859,DRUG_24647,treats,3
1510,DRUG_73658,treats,3
1510,DRUG_73544,treats,3
1510,DRUG_93890,treats,3
1510,DRUG_97910,treats,3
53081,DRUG_93795,treats,3
2749,DRUG_97910,treats,3
2749,DRUG_05522,treats,3
2720,DRUG_79790,treats,3
2720,DRUG_97910,treats,3
2720,DRUG_05522,treats,3
4019,DRUG_73658,treats,3
4019,DRUG_44696,treats,3
4019,DRUG_39011,treats,3
4019,DRUG_90294,treats,3
4019,DRUG_86772,treats,3
4019,DRUG_07186,treats,3
5119,DRUG_78751,treats,3
5119,DRUG_18769,treats,3
5119,DRUG_12595,treats,3
5119,DRUG_78549,treats,3
5119,DRUG_65151,treats,3
5119,DRUG_65728,treats,3
5119,DRUG_05522,treats,3
4271,DRUG_36800,treats,3
4271,DRUG_77783,treats,3
78959,DRUG_16971,treats,3
78959,DRUG_83266,treats,3
78959,DRUG_79790,treats,3
78959,DRUG_12470,treats,3
78959,DRUG_77783,treats,3
78959,DRUG_57970,treats,3
78959,DRUG_06485,treats,3
V4582,DRUG_05522,treats,3
4280,DRUG_49098,treats,3
4280,DRUG_89476,treats,3
4280,DRUG_57970,treats,3
25000,DRUG_65151,treats,3
5849,DRUG_89476,treats,3
42731,DRUG_89476,treats,3
2724,DRUG_82115,treats,3
2724,DRUG_89476,treats,3
486,DRUG_12595,treats,3
486,DRUG_32667,treats,3
486,DRUG_89476,treats,3
5712,DRUG_83266,treats,3
5712,DRUG_79790,treats,3
5712,DRUG_83139,treats,3
5712,DRUG_05522,treats,3
5712,DRUG_57970,treats,3
5859,DRUG_82115,treats,3
5859,DRUG_39424,treats,3
5859,DRUG_77783,treats,3
496,DRUG_78751,treats,3
496,DRUG_82115,treats,3
496,DRUG_65151,treats,3
496,DRUG_39424,treats,3
496,DRUG_05522,treats,3
496,DRUG_89476,treats,3
40390,DRUG_83266,treats,3
40390,DRUG_15657,treats,3
40390,DRUG_12595,treats,3
40390,DRUG_78549,treats,3
40390,DRUG_05522,treats,3
79902,DRUG_93890,treats,3
79902,DRUG_36800,treats,3
32723,DRUG_15657,treats,3
32723,DRUG_32667,treats,3
32723,DRUG_65728,treats,3
32723,DRUG_89476,treats,3
32723,DRUG_77783,treats,3
5789,DRUG_82115,treats,3
5789,DRUG_39424,treats,3
5789,DRUG_57970,treats,3
4439,DRUG_82115,treats,3
4439,DRUG_49098,treats,3
4439,DRUG_15657,treats,3
4439,DRUG_39424,treats,3
4439,DRUG_65728,treats,3
41401,DRUG_78751,treats,3
41401,DRUG_12595,treats,3
41401,DRUG_89476,treats,3
41401,DRUG_57970,treats,3
99592,DRUG_89898,treats,3
5845,DRUG_16971,treats,3
5845,DRUG_12470,treats,3
5845,DRUG_65380,treats,3
0389,DRUG_25247,treats,3
0389,DRUG_89898,treats,3
78552,DRUG_97334,treats,3
78552,DRUG_89898,treats,3
5990,DRUG_32521,treats,3
2765,DRUG_97334,treats,3
2765,DRUG_64785,treats,3
2765,DRUG_12470,treats,3
2765,DRUG_83139,treats,3
2765,DRUG_93795,treats,3
486,DRUG_13411,treats,3
486,DRUG_77985,treats,3
E8859,DRUG_16971,treats,3
E8859,DRUG_12638,treats,3
E8859,DRUG_97910,treats,3
E8859,DRUG_36800,treats,3
E8859,DRUG_83139,treats,3
2724,DRUG_25548,treats,3
2851,DRUG_66345,treats,3
2851,DRUG_78549,treats,3
2851,DRUG_25548,treats,3
25000,DRUG_70244,treats,3
25000,DRUG_27121,treats,3
4019,DRUG_70244,treats,3
4019,DRUG_19847,treats,3
5849,DRUG_56684,treats,3
2554,DRUG_22257,treats,3
2554,DRUG_97910,treats,3
2554,DRUG_93890,treats,3
2554,DRUG_23063,treats,3
2554,DRUG_12470,treats,3
2554,DRUG_93795,treats,3
2760,DRUG_81129,treats,3
0389,DRUG_56684,treats,3
5070,DRUG_23063,treats,3
5070,DRUG_93795,treats,3
2762,DRUG_56776,treats,3
42821,DRUG_00654,treats,3
42821,DRUG_65728,treats,3
42821,DRUG_85419,treats,3
42821,DRUG_12638,treats,3
42821,DRUG_93890,treats,3
42821,DRUG_12470,treats,3
9971,DRUG_79790,treats,3
4160,DRUG_85419,treats,3
4160,DRUG_12638,treats,3
4160,DRUG_79790,treats,3
4160,DRUG_12470,treats,3
2449,DRUG_85419,treats,3
2449,DRUG_45836,treats,3
2760,DRUG_91074,treats,3
2760,DRUG_45836,treats,3
5070,DRUG_91074,treats,3
5070,DRUG_14349,treats,3
25000,DRUG_49041,treats,3
25000,DRUG_45836,treats,3
00845,DRUG_18769,treats,3
00845,DRUG_78549,treats,3
45981,DRUG_42471,treats,3
40390,DRUG_00654,treats,3
40390,DRUG_66345,treats,3
40390,DRUG_18809,treats,3
40390,DRUG_69059,treats,3
2768,DRUG_42471,treats,3
2768,DRUG_18809,treats,3
2768,DRUG_56776,treats,3
2768,DRUG_69059,treats,3
4280,DRUG_89693,treats,3
42781,DRUG_83266,treats,3
42781,DRUG_93890,treats,3
42781,DRUG_12470,treats,3
42781,DRUG_56289,treats,3
42781,DRUG_85419,treats,3
42781,DRUG_56776,treats,3
28529,DRUG_97910,treats,3
28529,DRUG_56289,treats,3
41400,DRUG_00654,treats,3
99591,DRUG_56776,treats,3
53390,DRUG_16971,treats,3
53390,DRUG_12638,treats,3
53390,DRUG_79790,treats,3
53390,DRUG_97910,treats,3
311,DRUG_24647,treats,3
51919,DRUG_93890,treats,3
51919,DRUG_97910,treats,3
51919,DRUG_36800,treats,3
51919,DRUG_56289,treats,3
2767,DRUG_56289,treats,3
2767,DRUG_64785,treats,3
E8889,DRUG_12638,treats,3
E8889,DRUG_93890,treats,3
E8889,DRUG_12470,treats,3
E8889,DRUG_36800,treats,3
4439,DRUG_00654,treats,3
4439,DRUG_52652,treats,3
4439,DRUG_24647,treats,3
V4581,DRUG_45132,treats,3
V4581,DRUG_90294,treats,3
V4581,DRUG_52652,treats,3
V4581,DRUG_24647,treats,3
V4582,DRUG_45132,treats,3
V4582,DRUG_56289,treats,3
V4582,DRUG_90294,treats,3
V4582,DRUG_65380,treats,3
V4582,DRUG_24647,treats,3
0389,DRUG_90294,treats,3
4280,DRUG_45132,treats,3
78552,DRUG_52652,treats,3
78552,DRUG_24647,treats,3
V1201,DRUG_45132,treats,3
V1201,DRUG_00654,treats,3
V1201,DRUG_42537,treats,3
V1201,DRUG_75708,treats,3
V1201,DRUG_64785,treats,3
V1201,DRUG_93890,treats,3
V1201,DRUG_90294,treats,3
V1201,DRUG_52652,treats,3
V1201,DRUG_24647,treats,3
41400,DRUG_42537,treats,3
41400,DRUG_64785,treats,3
3320,DRUG_64785,treats,3
5990,DRUG_52652,treats,3
3572,DRUG_22273,treats,3
3572,DRUG_57538,treats,3
51881,DRUG_14349,treats,3
2761,DRUG_81907,treats,3
2761,DRUG_83266,treats,3
2761,DRUG_78549,treats,3
2761,DRUG_57970,treats,3
42731,DRUG_68674,treats,3
42731,DRUG_14349,treats,3
25060,DRUG_22273,treats,3
25060,DRUG_79790,treats,3
25060,DRUG_57538,treats,3
25060,DRUG_18628,treats,3
2724,DRUG_86770,treats,3
5070,DRUG_81907,treats,3
5070,DRUG_83266,treats,3
2800,DRUG_22257,treats,3
2800,DRUG_93890,treats,3
2800,DRUG_57538,treats,3
2800,DRUG_56289,treats,3
4019,DRUG_98999,treats,3
4019,DRUG_49041,treats,3
5185,DRUG_79790,treats,3
5185,DRUG_31023,treats,3
486,DRUG_51618,treats,3
486,DRUG_00589,treats,3
42789,DRUG_29813,treats,3
42789,DRUG_42537,treats,3
42789,DRUG_93890,treats,3
42789,DRUG_65380,treats,3
42789,DRUG_75708,treats,3
42731,DRUG_61242,treats,3
412,DRUG_12638,treats,3
4240,DRUG_05899,treats,3
4240,DRUG_42471,treats,3
4240,DRUG_56776,treats,3
4280,DRUG_22836,treats,3
4280,DRUG_86772,treats,3
4280,DRUG_61242,treats,3
41071,DRUG_86770,treats,3
41071,DRUG_42471,treats,3
41071,DRUG_25247,treats,3
41071,DRUG_24647,treats,3
4439,DRUG_85419,treats,3
41401,DRUG_44696,treats,3
41401,DRUG_52652,treats,3
41401,DRUG_86772,treats,3
41401,DRUG_61242,treats,3
5849,DRUG_25247,treats,3
5849,DRUG_62398,treats,3
5849,DRUG_54948,treats,3
1985,DRUG_22257,treats,3
1985,DRUG_79790,treats,3
1985,DRUG_23063,treats,3
4280,DRUG_56684,treats,3
2765,DRUG_79790,treats,3
2765,DRUG_24647,treats,3
2765,DRUG_62398,treats,3
2851,DRUG_22257,treats,3
2851,DRUG_42471,treats,3
2875,DRUG_97334,treats,3
V440,DRUG_93890,treats,3
V440,DRUG_12470,treats,3
V440,DRUG_75708,treats,3
V440,DRUG_27462,treats,3
78820,DRUG_16971,treats,3
78820,DRUG_12638,treats,3
78820,DRUG_22257,treats,3
78820,DRUG_93890,treats,3
78820,DRUG_12470,treats,3
78820,DRUG_36800,treats,3
78820,DRUG_56289,treats,3
78820,DRUG_83139,treats,3
78820,DRUG_75708,treats,3
5849,DRUG_80409,treats,3
5849,DRUG_01579,treats,3
42731,DRUG_80409,treats,3
42731,DRUG_01579,treats,3
25060,DRUG_75708,treats,3
25060,DRUG_27462,treats,3
99592,DRUG_80409,treats,3
5990,DRUG_42471,treats,3
5990,DRUG_27462,treats,3
3572,DRUG_75708,treats,3
3572,DRUG_27462,treats,3
V5861,DRUG_57970,treats,3
70703,DRUG_57538,treats,3
70703,DRUG_27462,treats,3
03849,DRUG_90353,treats,3
03849,DRUG_51618,treats,3
03849,DRUG_18769,treats,3
03849,DRUG_07048,treats,3
03849,DRUG_17057,treats,3
03849,DRUG_78549,treats,3
03849,DRUG_90775,treats,3
03849,DRUG_97910,treats,3
2859,DRUG_42471,treats,3
2449,DRUG_80409,treats,3
311,DRUG_42471,treats,3
311,DRUG_75708,treats,3
53081,DRUG_51618,treats,3
53081,DRUG_90775,treats,3
2760,DRUG_57970,treats,3
70720,DRUG_90353,treats,3
70720,DRUG_09553,treats,3
70720,DRUG_34497,treats,3
70720,DRUG_18769,treats,3
70720,DRUG_15657,treats,3
70720,DRUG_56158,treats,3
70720,DRUG_17057,treats,3
70720,DRUG_78549,treats,3
70720,DRUG_94252,treats,3
70720,DRUG_36800,treats,3
70720,DRUG_39074,treats,3
70720,DRUG_18809,treats,3
70720,DRUG_75708,treats,3
4019,DRUG_80409,treats,3
78551,DRUG_93890,treats,3
27801,DRUG_18769,treats,3
27801,DRUG_93890,treats,3
27801,DRUG_79790,treats,3
27801,DRUG_12470,treats,3
27801,DRUG_65380,treats,3
27801,DRUG_17057,treats,3
27801,DRUG_78549,treats,3
27801,DRUG_97910,treats,3
27801,DRUG_36800,treats,3
27801,DRUG_83139,treats,3
27801,DRUG_18809,treats,3
41401,DRUG_31289,treats,3
42731,DRUG_31289,treats,3
42731,DRUG_68416,treats,3
42731,DRUG_87094,treats,3
2724,DRUG_31289,treats,3
4280,DRUG_81907,treats,3
4019,DRUG_31289,treats,3
4019,DRUG_68416,treats,3
5990,DRUG_52875,treats,3
5722,DRUG_77783,treats,3
5722,DRUG_05899,treats,3
51881,DRUG_50086,treats,3
51881,DRUG_14785,treats,3
5845,DRUG_14785,treats,3
5845,DRUG_49892,treats,3
5845,DRUG_38458,treats,3
99592,DRUG_50086,treats,3
3051,DRUG_97910,treats,3
3051,DRUG_93890,treats,3
2749,DRUG_56289,treats,3
2749,DRUG_56776,treats,3
1970,DRUG_22257,treats,3
1970,DRUG_81691,treats,3
1970,DRUG_56289,treats,3
1977,DRUG_80409,treats,3
1977,DRUG_88865,treats,3
1977,DRUG_22257,treats,3
1977,DRUG_57538,treats,3
1977,DRUG_56289,treats,3
1977,DRUG_69930,treats,3
40391,DRUG_57538,treats,3
56400,DRUG_12638,treats,3
56400,DRUG_22257,treats,3
56400,DRUG_12470,treats,3
56400,DRUG_65380,treats,3
56400,DRUG_36800,treats,3
56400,DRUG_83139,treats,3
1985,DRUG_05522,treats,3
45340,DRUG_12638,treats,3
45340,DRUG_65380,treats,3
45340,DRUG_36800,treats,3
45340,DRUG_05522,treats,3
V5861,DRUG_39424,treats,3
5856,DRUG_56289,treats,3
5856,DRUG_83139,treats,3
41519,DRUG_12638,treats,3
41519,DRUG_65380,treats,3
41519,DRUG_36800,treats,3
2761,DRUG_80409,treats,3
2761,DRUG_88865,treats,3
2761,DRUG_35242,treats,3
2724,DRUG_69930,treats,3
V1251,DRUG_22257,treats,3
V1251,DRUG_56289,treats,3
V1251,DRUG_56776,treats,3
42731,DRUG_06029,treats,3
2760,DRUG_49098,treats,3
2760,DRUG_97334,treats,3
2760,DRUG_56313,treats,3
2760,DRUG_65728,treats,3
2760,DRUG_16603,treats,3
0389,DRUG_90353,treats,3
0389,DRUG_99620,treats,3
0389,DRUG_65728,treats,3
78552,DRUG_99620,treats,3
78552,DRUG_56313,treats,3
78552,DRUG_16603,treats,3
99592,DRUG_65728,treats,3
3572,DRUG_05522,treats,3
43853,DRUG_51618,treats,3
43853,DRUG_09553,treats,3
43853,DRUG_34497,treats,3
43853,DRUG_18769,treats,3
43853,DRUG_07048,treats,3
43853,DRUG_56158,treats,3
43853,DRUG_78549,treats,3
43853,DRUG_94252,treats,3
43853,DRUG_97910,treats,3
43853,DRUG_36800,treats,3
43853,DRUG_39074,treats,3
43853,DRUG_18809,treats,3
311,DRUG_66345,treats,3
V5861,DRUG_18628,treats,3
V5867,DRUG_90353,treats,3
V5867,DRUG_09553,treats,3
V5867,DRUG_34497,treats,3
V5867,DRUG_56158,treats,3
V5867,DRUG_94252,treats,3
V5867,DRUG_39074,treats,3
2724,DRUG_56313,treats,3
E8798,DRUG_90353,treats,3
E8798,DRUG_97910,treats,3
E8798,DRUG_05522,treats,3
4439,DRUG_51618,treats,3
4439,DRUG_09553,treats,3
4439,DRUG_22257,treats,3
4439,DRUG_07048,treats,3
4439,DRUG_56158,treats,3
4439,DRUG_39074,treats,3
2768,DRUG_25548,treats,3
2449,DRUG_73918,treats,3
2449,DRUG_70923,treats,3
2930,DRUG_91074,treats,3
2930,DRUG_65380,treats,3
2930,DRUG_17057,treats,3
2930,DRUG_18809,treats,3
2930,DRUG_05522,treats,3
45829,DRUG_22257,treats,3
45829,DRUG_17057,treats,3
45829,DRUG_31023,treats,3
45829,DRUG_05522,treats,3
45829,DRUG_65728,treats,3
45829,DRUG_56776,treats,3
2851,DRUG_25520,treats,3
2851,DRUG_06485,treats,3
496,DRUG_85419,treats,3
496,DRUG_69059,treats,3
486,DRUG_03732,treats,3
40391,DRUG_97910,treats,3
40391,DRUG_69059,treats,3
0414,DRUG_56289,treats,3
5856,DRUG_93890,treats,3
V0254,DRUG_97910,treats,3
V0254,DRUG_36800,treats,3
V0254,DRUG_93890,treats,3
4280,DRUG_03732,treats,3
4280,DRUG_44177,treats,3
25000,DRUG_44177,treats,3
41401,DRUG_88865,treats,3
41401,DRUG_98999,treats,3
41401,DRUG_44177,treats,3
486,DRUG_04737,treats,3
496,DRUG_00654,treats,3
496,DRUG_64785,treats,3
42789,DRUG_00654,treats,3
42789,DRUG_31289,treats,3
V5861,DRUG_00654,treats,3
V5861,DRUG_45529,treats,3
V5861,DRUG_31289,treats,3
V5861,DRUG_42537,treats,3
V5861,DRUG_27121,treats,3
3970,DRUG_12638,treats,3
3970,DRUG_18769,treats,3
3970,DRUG_65380,treats,3
3970,DRUG_78549,treats,3
42731,DRUG_27121,treats,3
2851,DRUG_42537,treats,3
486,DRUG_93795,treats,3
2948,DRUG_22257,treats,3
2948,DRUG_15657,treats,3
2948,DRUG_89898,treats,3
2948,DRUG_78549,treats,3
3970,DRUG_12470,treats,3
3970,DRUG_97910,treats,3
2760,DRUG_89898,treats,3
4280,DRUG_81129,treats,3
2273,DRUG_22257,treats,3
2273,DRUG_66345,treats,3
2273,DRUG_36800,treats,3
2273,DRUG_83139,treats,3
2273,DRUG_37475,treats,3
7907,DRUG_79790,treats,3
7907,DRUG_36800,treats,3
53081,DRUG_23098,treats,3
53081,DRUG_64785,treats,3
51881,DRUG_31289,treats,3
51881,DRUG_65151,treats,3
4240,DRUG_78549,treats,3
2724,DRUG_45529,treats,3
0389,DRUG_45529,treats,3
20280,DRUG_85419,treats,3
42731,DRUG_55233,treats,3
51881,DRUG_39481,treats,3
51881,DRUG_85419,treats,3
42731,DRUG_05475,treats,3
42731,DRUG_39481,treats,3
4280,DRUG_05475,treats,3
4280,DRUG_39481,treats,3
4280,DRUG_77985,treats,3
25000,DRUG_05475,treats,3
25000,DRUG_39481,treats,3
4280,DRUG_94840,treats,3
42832,DRUG_94840,treats,3
42832,DRUG_00654,treats,3
42832,DRUG_16971,treats,3
42832,DRUG_65380,treats,3
42832,DRUG_17057,treats,3
42832,DRUG_97910,treats,3
42832,DRUG_64785,treats,3
25000,DRUG_86772,treats,3
